ID,Sales
T1188641,34167.19735160853
T1188642,33631.92070664986
T1188643,42061.842185095105
T1188644,27614.13114525856
T1188645,29148.210039576155
T1188646,29371.338445684396
T1188647,30376.99185949952
T1188648,35357.564000763145
T1188649,25904.06295354928
T1188650,25508.716198862643
T1188651,28984.513413999957
T1188652,63350.548681692184
T1188653,50937.530682468045
T1188654,37859.36897513357
T1188655,30187.92137123355
T1188656,41067.168581072474
T1188657,41747.594464646616
T1188658,38977.55408082563
T1188659,46641.99909847894
T1188660,27663.759608535795
T1188661,53355.34161564679
T1188662,51602.46214439437
T1188663,35316.983091600654
T1188664,22630.42002778923
T1188665,32585.27071671933
T1188666,47330.25971587301
T1188667,35875.042574649124
T1188668,60199.96225682902
T1188669,57612.95080992021
T1188670,84677.31711218947
T1188671,50347.434097327525
T1188672,58145.31440846636
T1188673,49567.06639584912
T1188674,38024.996239627595
T1188675,47257.58419047961
T1188676,36289.90306970472
T1188677,25989.02046922245
T1188678,49895.759921868696
T1188679,49233.485290930876
T1188680,25590.006867125478
T1188681,26156.54975147576
T1188682,45856.657418196024
T1188683,38095.335029452624
T1188684,22585.078928700303
T1188685,47470.6911802829
T1188686,33617.545249182454
T1188687,40490.586912503306
T1188688,33609.12995644932
T1188689,39345.47677001336
T1188690,32290.305169159103
T1188691,46101.844906184124
T1188692,31021.260678941537
T1188693,48143.10867169035
T1188694,24462.17549309979
T1188695,29683.757156214357
T1188696,45734.602421688636
T1188697,29319.23621412054
T1188698,45207.89652344783
T1188699,47929.905474665924
T1188700,40414.75702722785
T1188701,25133.644882212833
T1188702,55304.66825204048
T1188703,22861.99918594117
T1188704,37395.24936241837
T1188705,49343.2929313958
T1188706,84677.31711218947
T1188707,29887.832723486954
T1188708,24462.17549309979
T1188709,44324.559839867565
T1188710,60199.96225682902
T1188711,38977.55408082563
T1188712,29463.76752523252
T1188713,59632.69405515314
T1188714,36052.48236867793
T1188715,29401.44540324164
T1188716,17342.42944188137
T1188717,48602.87904538081
T1188718,38686.10034282137
T1188719,35875.042574649124
T1188720,20721.851600539776
T1188721,23998.390783593994
T1188722,50347.434097327525
T1188723,63638.92061481336
T1188724,18693.188155082687
T1188725,42562.01494712475
T1188726,44011.54714463651
T1188727,38024.996239627595
T1188728,50668.16650474045
T1188729,33744.666306822466
T1188730,42261.83922120008
T1188731,49567.06639584912
T1188732,29319.23621412054
T1188733,47351.231040019
T1188734,58145.31440846636
T1188735,18473.128423841867
T1188736,25253.47626789053
T1188737,26549.07829993227
T1188738,19188.85069952421
T1188739,28555.910238011642
T1188740,33748.2029368107
T1188741,31552.633141174545
T1188742,47330.25971587301
T1188743,33617.545249182454
T1188744,36840.28871523625
T1188745,53355.34161564679
T1188746,41115.508549514605
T1188747,33490.62515258214
T1188748,50978.769302253684
T1188749,30296.88622256511
T1188750,27663.759608535795
T1188751,45207.89652344783
T1188752,21867.343240781152
T1188753,52285.404068753596
T1188754,36621.27234574286
T1188755,46641.99909847894
T1188756,34596.05088493583
T1188757,26368.35730033812
T1188758,51048.99645564223
T1188759,51602.46214439437
T1188760,41747.594464646616
T1188761,35235.579125119766
T1188762,55488.15294382269
T1188763,39345.47677001336
T1188764,24262.820330750874
T1188765,41067.168581072474
T1188766,34679.52944119041
T1188767,32585.27071671933
T1188768,25973.964012929508
T1188769,25814.55009292537
T1188770,48449.34041079165
T1188771,47257.58419047961
T1188772,32784.791177994965
T1188773,48660.17666169098
T1188774,43815.18829602315
T1188775,35316.983091600654
T1188776,25421.98884243378
T1188777,21954.429841431738
T1188778,22630.42002778923
T1188779,51676.64736578496
T1188780,45734.602421688636
T1188781,34692.017979072516
T1188782,49414.30456846285
T1188783,29728.665385491495
T1188784,27614.13114525856
T1188785,29571.94166786045
T1188786,48987.76418784371
T1188787,42061.842185095105
T1188788,41829.65684120641
T1188789,21121.448909681472
T1188790,26240.453684446402
T1188791,39153.47373975664
T1188792,25409.001734687292
T1188793,45856.657418196024
T1188794,31333.11979134888
T1188795,33631.92070664986
T1188796,33801.35555643608
T1188797,50275.40874569366
T1188798,35686.20550124156
T1188799,26449.508224553945
T1188800,63350.548681692184
T1188801,27907.01913188198
T1188802,25133.644882212833
T1188803,29371.338445684396
T1188804,25508.716198862643
T1188805,41586.15092842612
T1188806,33966.915857448315
T1188807,26252.77838867017
T1188808,30872.181951818562
T1188809,46317.90891528307
T1188810,26992.508322209917
T1188811,22965.604703215657
T1188812,35684.91626317195
T1188813,25904.06295354928
T1188814,33862.67232707811
T1188815,24668.756664770906
T1188816,35357.564000763145
T1188817,40995.099628969285
T1188818,30376.99185949952
T1188819,47968.89284063906
T1188820,35857.374627011464
T1188821,30383.558343385725
T1188822,42758.68407745393
T1188823,74507.32449480699
T1188824,52733.95984276014
T1188825,42929.43744944096
T1188826,46101.844906184124
T1188827,34167.19735160853
T1188828,33865.3731900437
T1188829,31186.76384625221
T1188830,22095.66576086018
T1188831,50937.530682468045
T1188832,40486.0189931851
T1188833,43258.13583020551
T1188834,23297.324805532775
T1188835,37859.36897513357
T1188836,25639.798380000826
T1188837,35351.675404743684
T1188838,30187.92137123355
T1188839,13514.323103968976
T1188840,25989.02046922245
T1188841,43068.23157489378
T1188842,36289.90306970472
T1188843,31872.828531530802
T1188844,51555.904245567086
T1188845,39621.059819364666
T1188846,29655.13224558453
T1188847,42552.916153795886
T1188848,32688.115220635147
T1188849,27434.163615869493
T1188850,51153.24287982598
T1188851,44815.66519915518
T1188852,37666.811395868666
T1188853,29257.828066530834
T1188854,40891.09218077418
T1188855,33872.96276198631
T1188856,26978.586461711915
T1188857,35241.46245270893
T1188858,40490.586912503306
T1188859,38716.25289944268
T1188860,48512.21555005883
T1188861,33839.02173911107
T1188862,31227.117595815325
T1188863,23483.209356450516
T1188864,44178.815821901335
T1188865,37054.737740065175
T1188866,40253.552491619375
T1188867,32436.70041868573
T1188868,37318.913922791995
T1188869,29200.101120210154
T1188870,29686.424575447454
T1188871,44571.58550030481
T1188872,34686.48271531659
T1188873,36343.63067074576
T1188874,31021.260678941537
T1188875,48072.610317851795
T1188876,33971.4148678729
T1188877,35915.42974611707
T1188878,29750.912732083136
T1188879,25454.66161086557
T1188880,70680.59220984128
T1188881,33087.11263150618
T1188882,87934.71839532316
T1188883,49293.423716865596
T1188884,57871.35557254549
T1188885,33974.98160875455
T1188886,28291.523607181898
T1188887,32198.81235406667
T1188888,33609.12995644932
T1188889,22424.1972348728
T1188890,36210.24031355788
T1188891,28425.290688955243
T1188892,33194.590799716934
T1188893,25384.351043082766
T1188894,71798.68153149642
T1188895,40161.33697287632
T1188896,30962.31852228677
T1188897,35366.34305713102
T1188898,97236.39926754886
T1188899,33385.14564969094
T1188900,36687.25216061849
T1188901,32643.383455603354
T1188902,62772.666277193115
T1188903,60655.53138001028
T1188904,44829.97005793712
T1188905,29683.757156214357
T1188906,30623.39562486405
T1188907,19816.042378943013
T1188908,33987.27193104868
T1188909,53745.083685469595
T1188910,32225.211863131302
T1188911,44009.667696401084
T1188912,59967.063604091876
T1188913,84499.56686542119
T1188914,41319.818993984125
T1188915,26799.97640106052
T1188916,40693.33215756284
T1188917,43556.89801774118
T1188918,27091.480808288026
T1188919,54892.063470997135
T1188920,36590.24299820984
T1188921,48634.530485533265
T1188922,22320.04703686052
T1188923,38731.541757147665
T1188924,36231.390815987535
T1188925,18171.292292602076
T1188926,49343.2929313958
T1188927,49282.44010287586
T1188928,49895.759921868696
T1188929,32712.86205586769
T1188930,47927.43673089616
T1188931,32093.650940723648
T1188932,55304.66825204048
T1188933,29618.69188961499
T1188934,46023.43064045706
T1188935,26156.54975147576
T1188936,38076.22550673704
T1188937,28185.025582308368
T1188938,27016.882343166264
T1188939,33863.58042397997
T1188940,38438.71317288201
T1188941,48931.98531497573
T1188942,32613.672542766948
T1188943,42306.56406858097
T1188944,42337.82994485185
T1188945,57973.399100506605
T1188946,39226.180462459786
T1188947,22585.078928700303
T1188948,19826.72467518504
T1188949,48270.979215249135
T1188950,24206.28768991855
T1188951,51014.1511727963
T1188952,28542.52708311152
T1188953,29037.864447274245
T1188954,35431.1286714742
T1188955,48993.47413702784
T1188956,40414.75702722785
T1188957,33870.141382445625
T1188958,64739.716659687205
T1188959,82178.4751977745
T1188960,48233.11056128759
T1188961,42041.644559729444
T1188962,36143.35296869049
T1188963,54047.127530041485
T1188964,35006.502340315215
T1188965,81453.02377061217
T1188966,25101.93940280987
T1188967,34951.12447734098
T1188968,51675.65307798791
T1188969,39595.01732758091
T1188970,79999.08616851366
T1188971,34394.50566705071
T1188972,26279.11158562178
T1188973,33388.91392977911
T1188974,68489.4518842265
T1188975,58439.41430683739
T1188976,36535.661938677404
T1188977,38095.335029452624
T1188978,18888.55984761856
T1188979,51935.94773806754
T1188980,50575.20981860084
T1188981,28826.044630865938
T1188982,36225.15446721507
T1188983,37585.14664725193
T1188984,33040.31862975327
T1188985,23131.3643094817
T1188986,41342.49078362261
T1188987,41193.454000201105
T1188988,56638.002240178525
T1188989,41424.51389737646
T1188990,41280.08580252218
T1188991,22861.99918594117
T1188992,33082.69327502706
T1188993,31036.72150375019
T1188994,32954.98566725346
T1188995,21784.83969752014
T1188996,50189.87041288665
T1188997,37076.21445830587
T1188998,46368.17420656437
T1188999,28781.50000501661
T1189000,25590.006867125478
T1189001,37780.07457360954
T1189002,29302.103745175886
T1189003,62082.24887714359
T1189004,61863.15771512208
T1189005,21472.78246279238
T1189006,26519.36967399991
T1189007,30176.307112678885
T1189008,48143.10867169035
T1189009,25115.157058872883
T1189010,29990.067197661305
T1189011,75209.86323240653
T1189012,56925.32744459899
T1189013,28951.973292894334
T1189014,31527.19794558176
T1189015,31085.15810698193
T1189016,70194.31013002983
T1189017,37505.221888838525
T1189018,29456.632204978545
T1189019,31669.73109018362
T1189020,42347.19647692695
T1189021,45350.02913114212
T1189022,29728.669309096702
T1189023,28089.17928760781
T1189024,32438.521272068232
T1189025,24596.41204222839
T1189026,57799.00464575827
T1189027,36011.52268185976
T1189028,49233.485290930876
T1189029,21089.515151609703
T1189030,29940.37211041361
T1189031,40745.49630157059
T1189032,23545.9754787998
T1189033,29075.549082473648
T1189034,65420.91635737156
T1189035,25490.02455875284
T1189036,41544.7729127952
T1189037,28969.873188508052
T1189038,35279.4677154289
T1189039,32290.305169159103
T1189040,28368.5053773229
T1189041,46947.591135132665
T1189042,54973.795510208394
T1189043,39644.760790452565
T1189044,37395.24936241837
T1189045,47470.6911802829
T1189046,29148.210039576155
T1189047,48709.04892887138
T1189048,36133.81223536058
T1189049,39339.79945548564
T1189050,28984.513413999957
T1189051,39587.44276891797
T1189052,39665.80139776449
T1189053,33924.27825966012
T1189054,57612.95080992021
T1189055,51011.39969411379
T1189056,35084.0668596578
T1189057,35941.6001000282
T1189058,57077.36389023748
T1189059,35925.41203999775
T1189060,29271.44000396474
T1189061,61856.831374706504
T1189062,33870.588543706464
T1189063,63256.12498037036
T1189064,33451.846446048046
T1189065,47318.117879408856
T1189066,41037.19567399355
T1189067,29791.28393058053
T1189068,29666.763297248253
T1189069,28292.891086322335
T1189070,48877.74987092333
T1189071,30296.88622256511
T1189072,36133.81223536058
T1189073,48449.34041079165
T1189074,19816.042378943013
T1189075,36343.63067074576
T1189076,52285.404068753596
T1189077,25409.001734687292
T1189078,32643.383455603354
T1189079,39339.79945548564
T1189080,31227.117595815325
T1189081,60655.53138001028
T1189082,44571.58550030481
T1189083,48602.87904538081
T1189084,34686.48271531659
T1189085,39153.47373975664
T1189086,33748.2029368107
T1189087,36052.48236867793
T1189088,33974.98160875455
T1189089,33971.4148678729
T1189090,34679.52944119041
T1189091,37054.737740065175
T1189092,34596.05088493583
T1189093,36590.24299820984
T1189094,27091.480808288026
T1189095,62082.24887714359
T1189096,41275.265179414186
T1189097,34167.19735160853
T1189098,26519.36967399991
T1189099,26368.35730033812
T1189100,51048.99645564223
T1189101,29990.067197661305
T1189102,35686.20550124156
T1189103,33451.846446048046
T1189104,70680.59220984128
T1189105,46130.27424510038
T1189106,31527.19794558176
T1189107,41115.508549514605
T1189108,37505.221888838525
T1189109,46067.99436932961
T1189110,50978.769302253684
T1189111,36687.25216061849
T1189112,31333.11979134888
T1189113,21954.429841431738
T1189114,26978.586461711915
T1189115,35366.34305713102
T1189116,48072.610317851795
T1189117,25814.55009292537
T1189118,29750.912732083136
T1189119,25384.351043082766
T1189120,39621.059819364666
T1189121,21867.343240781152
T1189122,64739.716659687205
T1189123,33801.35555643608
T1189124,33490.62515258214
T1189125,36621.27234574286
T1189126,26549.07829993227
T1189127,49293.423716865596
T1189128,64981.589551307006
T1189129,30623.39562486405
T1189130,33082.69327502706
T1189131,57973.399100506605
T1189132,30935.933370772585
T1189133,26449.508224553945
T1189134,48877.74987092333
T1189135,42306.56406858097
T1189136,37057.07698920927
T1189137,26799.97640106052
T1189138,37076.21445830587
T1189139,26240.453684446402
T1189140,54892.063470997135
T1189141,44829.97005793712
T1189142,69320.99779448978
T1189143,29728.665385491495
T1189144,33631.92070664986
T1189145,29618.69188961499
T1189146,18171.292292602076
T1189147,39665.80139776449
T1189148,41424.51389737646
T1189149,49895.759921868696
T1189150,35684.91626317195
T1189151,34951.12447734098
T1189152,44009.667696401084
T1189153,55304.66825204048
T1189154,63350.548681692184
T1189155,42552.916153795886
T1189156,48233.11056128759
T1189157,35431.1286714742
T1189158,49343.2929313958
T1189159,31186.76384625221
T1189160,28425.290688955243
T1189161,38909.18933603745
T1189162,34692.017979072516
T1189163,22424.1972348728
T1189164,42562.01494712475
T1189165,41829.65684120641
T1189166,29401.44540324164
T1189167,37318.913922791995
T1189168,37666.811395868666
T1189169,28291.523607181898
T1189170,33194.590799716934
T1189171,29686.424575447454
T1189172,84499.56686542119
T1189173,51011.39969411379
T1189174,23998.390783593994
T1189175,48987.76418784371
T1189176,36225.15446721507
T1189177,31921.561790225667
T1189178,27016.882343166264
T1189179,32225.211863131302
T1189180,33040.31862975327
T1189181,27434.163615869493
T1189182,48931.98531497573
T1189183,33744.666306822466
T1189184,29200.101120210154
T1189185,29571.94166786045
T1189186,39226.180462459786
T1189187,41342.49078362261
T1189188,33987.27193104868
T1189189,47296.84700589854
T1189190,48270.979215249135
T1189191,74507.32449480699
T1189192,56638.002240178525
T1189193,41319.818993984125
T1189194,33087.11263150618
T1189195,48660.17666169098
T1189196,28089.17928760781
T1189197,42337.82994485185
T1189198,43068.23157489378
T1189199,33839.02173911107
T1189200,25490.02455875284
T1189201,41747.594464646616
T1189202,32643.668050123146
T1189203,31872.828531530802
T1189204,50347.434097327525
T1189205,41067.168581072474
T1189206,32613.672542766948
T1189207,32436.70041868573
T1189208,35171.082605056916
T1189209,57077.36389023748
T1189210,38716.25289944268
T1189211,38977.55408082563
T1189212,57799.00464575827
T1189213,25989.02046922245
T1189214,44011.54714463651
T1189215,58145.31440846636
T1189216,40161.33697287632
T1189217,44967.74609432112
T1189218,37585.14664725193
T1189219,33924.27825966012
T1189220,50668.16650474045
T1189221,35241.46245270893
T1189222,26279.11158562178
T1189223,46881.54390719731
T1189224,38076.22550673704
T1189225,23131.3643094817
T1189226,49567.06639584912
T1189227,18693.188155082687
T1189228,47318.117879408856
T1189229,13514.323103968976
T1189230,84677.31711218947
T1189231,47330.25971587301
T1189232,29655.13224558453
T1189233,41037.19567399355
T1189234,49405.25420491468
T1189235,23297.324805532775
T1189236,57612.95080992021
T1189237,35875.042574649124
T1189238,24206.28768991855
T1189239,32585.27071671933
T1189240,45350.02913114212
T1189241,33865.3731900437
T1189242,51014.1511727963
T1189243,22630.42002778923
T1189244,22095.66576086018
T1189245,46641.99909847894
T1189246,35316.983091600654
T1189247,19826.72467518504
T1189248,40486.0189931851
T1189249,60199.96225682902
T1189250,51602.46214439437
T1189251,21472.78246279238
T1189252,43258.13583020551
T1189253,53355.34161564679
T1189254,51555.904245567086
T1189255,48993.47413702784
T1189256,23483.209356450516
T1189257,27663.759608535795
T1189258,56237.36342658524
T1189259,31669.73109018362
T1189260,35351.675404743684
T1189261,44178.815821901335
T1189262,42261.83922120008
T1189263,47351.231040019
T1189264,33863.58042397997
T1189265,18888.55984761856
T1189266,83219.076840529
T1189267,53745.083685469595
T1189268,30187.92137123355
T1189269,28826.044630865938
T1189270,40693.33215756284
T1189271,37683.201122713785
T1189272,31552.633141174545
T1189273,49233.485290930876
T1189274,32688.115220635147
T1189275,55488.15294382269
T1189276,57871.35557254549
T1189277,48709.04892887138
T1189278,33812.036887713155
T1189279,32198.81235406667
T1189280,37859.36897513357
T1189281,18473.128423841867
T1189282,35941.6001000282
T1189283,25973.964012929508
T1189284,52733.95984276014
T1189285,28969.873188508052
T1189286,39587.44276891797
T1189287,32784.791177994965
T1189288,87934.71839532316
T1189289,69427.86559491085
T1189290,25454.66161086557
T1189291,46947.591135132665
T1189292,42041.644559729444
T1189293,43815.18829602315
T1189294,27907.01913188198
T1189295,24262.820330750874
T1189296,51153.24287982598
T1189297,38686.10034282137
T1189298,53411.833597443976
T1189299,33872.96276198631
T1189300,41280.08580252218
T1189301,25253.47626789053
T1189302,35006.502340315215
T1189303,38024.996239627595
T1189304,31036.72150375019
T1189305,19188.85069952421
T1189306,37019.21754307219
T1189307,28185.025582308368
T1189308,28555.910238011642
T1189309,58508.33612683109
T1189310,29257.828066530834
T1189311,51935.94773806754
T1189312,20721.851600539776
T1189313,68111.60347487175
T1189314,57605.63043097222
T1189315,82178.4751977745
T1189316,17342.42944188137
T1189317,41193.454000201105
T1189318,79999.08616851366
T1189319,36210.24031355788
T1189320,36289.90306970472
T1189321,59632.69405515314
T1189322,25421.98884243378
T1189323,25101.93940280987
T1189324,44815.66519915518
T1189325,21784.83969752014
T1189326,36143.35296869049
T1189327,29887.832723486954
T1189328,38731.541757147665
T1189329,45591.071557102885
T1189330,44324.559839867565
T1189331,30383.558343385725
T1189332,35925.41203999775
T1189333,30266.60624567066
T1189334,33862.67232707811
T1189335,42347.19647692695
T1189336,29728.669309096702
T1189337,28984.513413999957
T1189338,24668.756664770906
T1189339,25904.06295354928
T1189340,29271.44000396474
T1189341,39595.01732758091
T1189342,65420.91635737156
T1189343,27614.13114525856
T1189344,33617.545249182454
T1189345,40490.586912503306
T1189346,31021.260678941537
T1189347,32290.305169159103
T1189348,37780.07457360954
T1189349,75209.86323240653
T1189350,30376.99185949952
T1189351,44622.44833765909
T1189352,40891.09218077418
T1189353,41586.15092842612
T1189354,22965.604703215657
T1189355,51675.65307798791
T1189356,47470.6911802829
T1189357,29666.763297248253
T1189358,45207.89652344783
T1189359,97236.39926754886
T1189360,68615.27617638437
T1189361,47968.89284063906
T1189362,25590.006867125478
T1189363,60204.43634813293
T1189364,24596.41204222839
T1189365,34394.50566705071
T1189366,32093.650940723648
T1189367,29456.632204978545
T1189368,35357.564000763145
T1189369,29148.210039576155
T1189370,35279.4677154289
T1189371,24462.17549309979
T1189372,39897.116218845054
T1189373,43556.89801774118
T1189374,28368.5053773229
T1189375,46317.90891528307
T1189376,48143.10867169035
T1189377,35857.374627011464
T1189378,58439.41430683739
T1189379,32712.86205586769
T1189380,40414.75702722785
T1189381,45734.602421688636
T1189382,54973.795510208394
T1189383,40995.099628969285
T1189384,71798.68153149642
T1189385,42929.43744944096
T1189386,33388.91392977911
T1189387,41544.7729127952
T1189388,70194.31013002983
T1189389,49414.30456846285
T1189390,39345.47677001336
T1189391,26252.77838867017
T1189392,29683.757156214357
T1189393,30962.31852228677
T1189394,43233.07581262554
T1189395,33870.588543706464
T1189396,36535.661938677404
T1189397,47927.43673089616
T1189398,31085.15810698193
T1189399,43064.55155629077
T1189400,81453.02377061217
T1189401,59967.063604091876
T1189402,21089.515151609703
T1189403,28292.891086322335
T1189404,36011.52268185976
T1189405,34520.50568157197
T1189406,22320.04703686052
T1189407,22861.99918594117
T1189408,22585.078928700303
T1189409,38095.335029452624
T1189410,30176.307112678885
T1189411,61856.831374706504
T1189412,54047.127530041485
T1189413,63256.12498037036
T1189414,30872.181951818562
T1189415,25115.157058872883
T1189416,49282.44010287586
